Dates;Item1;Item2;Item3;Item4;Item5;Item6;Item7;Item8;Item9;Item10
2007-01-18;158;120;44;41.23;47;38.099000000000004;38;18.592;8;6
2007-01-19;143;89;45;54.11;56;33.928000000000004;34;35.316;3;6
2007-01-20;172;112;57;61.372;83;65.194;16;55.861999999999995;22;30
2007-01-21;218;155;67;116.669;187;48.998000000000005;59;63.994;20;0
2007-01-22;162;134;39;86.176;39;60.036;23;46.95399999999999;7;24
2007-01-23;176;114;37;61.535;41;29.168000000000003;22;24.308000000000003;3;42
2007-01-24;137;106;50;57.369;51;53.672;13;36.326;2;30
2007-01-25;173;137;58;54.126999999999995;96;44.464;26;37.361999999999995;3;36
2007-01-26;183;125;46;68.086;115;62.662;22;38.544000000000004;5;12
2007-01-27;195;162;53;82.836;76;65.954;22;98.986;7;54
2007-01-28;236;198;40;134.649;68;76.848;25;97.052;18;0
2007-01-29;188;77;37;47.648999999999994;64;56.842;39;32.87;5;48
2007-01-30;148;67;41;32.003;73;30.276;20;16.208;3;24
2007-01-31;155;52;40;34.829;68;32.566;19;23.96;2;6
2007-02-01;159;81;51;42.724;52;37.711999999999996;17;24.468000000000004;4;42
2007-02-02;188;105;30;56.468999999999994;75;34.978;25;26.25;11;48
2007-02-03;253;99;57;63.165;71;68.196;29;68.0;17;24
2007-02-04;352;124;44;94.37100000000001;77;91.82;38;52.906000000000006;17;0
2007-02-05;237;144;49;93.682;45;52.982;23;37.562;10;18
2007-02-06;163;127;66;45.068999999999996;44;71.68;29;22.421999999999997;4;30
2007-02-07;158;115;33;51.391000000000005;60;57.758;10;34.804;1;30
2007-02-08;166;102;32;39.368;62;67.57600000000001;22;27.241999999999997;3;42
2007-02-09;224;100;55;50.01;70;40.126;33;36.704;1;42
2007-02-10;265;95;48;49.361999999999995;72;48.49;17;57.248000000000005;11;48
2007-02-11;238;123;51;95.902;52;45.70399999999999;62;52.318000000000005;7;0
2007-02-12;217;114;34;74.347;60;53.18600000000001;31;33.302;3;24
2007-02-13;166;60;51;40.066;68;40.376;20;20.994;7;30
2007-02-14;155;83;43;43.946999999999996;44;22.416;24;19.646;4;42
2007-02-15;169;85;55;34.473;49;38.001999999999995;15;19.912;3;6
2007-02-16;201;90;40;43.611999999999995;47;54.58;21;27.144000000000002;4;18
2007-02-17;240;92;41;53.581;91;31.808000000000003;25;41.54600000000001;17;18
2007-02-18;293;111;74;63.123999999999995;80;61.242;31;89.65799999999999;12;0
2007-02-19;265;115;36;88.757;72;32.31;51;49.864;2;0
2007-02-20;169;53;40;69.755;49;73.082;38;41.44;2;60
2007-02-21;162;89;44;73.545;66;68.734;35;59.513999999999996;1;18
2007-02-22;172;65;48;57.107;107;24.28;25;24.554000000000002;5;12
2007-02-23;206;68;65;51.586000000000006;74;36.498000000000005;24;28.478;4;42
2007-02-24;250;96;60;66.232;96;46.43;44;51.4;7;36
2007-02-25;281;71;52;111.55;73;63.544;32;66.828;10;0
2007-02-26;235;86;57;83.48100000000001;59;31.336;45;24.586;3;0
2007-02-27;183;76;58;75.995;56;27.284000000000002;18;27.221999999999998;4;42
2007-02-28;197;78;58;59.051;52;38.94;17;18.768;5;18
2007-03-01;224;76;52;46.715;63;38.79;20;28.892;3;42
2007-03-02;201;86;50;55.323;89;25.721999999999998;21;36.772;6;30
2007-03-03;261;118;37;73.589;126;56.912;25;71.126;13;42
2007-03-04;315;94;43;110.615;49;49.582;41;62.13399999999999;16;0
2007-03-05;296;84;37;81.774;49;48.356;21;3.1719999999999997;2;54
2007-03-06;210;62;59;66.999;69;29.988000000000003;16;43.986000000000004;0;48
2007-03-07;243;71;37;42.32;58;22.721999999999998;36;37.782;5;42
2007-03-08;190;95;67;41.563;61;29.75;17;34.384;8;36
2007-03-09;213;56;35;55.228;69;43.354;16;41.668;3;18
2007-03-10;281;95;23;68.362;107;37.116;43;65.69800000000001;7;54
2007-03-11;301;129;79;84.445;67;41.53;64;63.19;16;0
2007-03-12;271;74;48;78.066;99;42.952;41;43.622;7;30
2007-03-13;209;92;44;56.723;63;26.986;17;34.916;1;36
2007-03-14;217;90;58;76.686;77;34.078;30;44.588;0;18
2007-03-15;193;151;58;50.748999999999995;62;23.734;23;41.828;1;24
2007-03-16;203;118;53;53.538999999999994;78;55.986000000000004;29;31.738000000000003;2;48
2007-03-17;242;175;66;59.688;124;28.846;25;61.562;16;36
2007-03-18;300;250;56;65.587;71;40.046;37;93.044;17;0
2007-03-19;254;136;46;67.668;66;38.584;49;68.71;5;42
2007-03-20;216;121;52;74.141;42;38.864000000000004;54;70.946;4;48
2007-03-21;173;64;50;42.129;61;24.226;19;34.904;5;42
2007-03-22;196;86;53;44.977;45;31.0;42;43.242;2;24
2007-03-23;197;40;29;43.001999999999995;71;28.188000000000002;16;51.428000000000004;10;18
2007-03-24;278;66;51;65.587;98;43.522;40;67.96;7;48
2007-03-25;274;62;59;62.055;72;53.066;69;65.602;9;0
2007-03-26;238;41;51;43.181000000000004;69;43.926;38;33.634;1;36
2007-03-27;181;73;48;46.033;65;25.721999999999998;30;43.998000000000005;3;54
2007-03-28;198;38;53;50.067;63;33.946;34;23.052;3;24
2007-03-29;193;55;46;48.265;66;29.726;25;30.724;6;54
2007-03-30;215;58;50;39.247;72;26.272;25;48.778;2;42
2007-03-31;225;86;56;62.411;97;40.098;41;57.808;7;36
2007-04-01;302;82;52;66.63;64;57.45399999999999;64;60.5;12;0
2007-04-02;203;57;42;59.038000000000004;31;32.652;41;40.891999999999996;6;48
2007-04-03;189;60;61;52.196999999999996;37;45.684;34;37.088;2;66
2007-04-04;225;54;58;36.806999999999995;69;26.206;36;34.734;2;54
2007-04-05;183;32;44;43.849;54;29.932;16;35.538000000000004;1;24
2007-04-06;253;69;54;42.563;87;21.272;43;35.592;3;36
2007-04-07;286;69;47;50.038000000000004;101;51.24;53;72.18;13;24
2007-04-08;300;80;41;64.865;59;35.544000000000004;44;50.098;12;0
2007-04-09;244;67;49;22.627;47;55.078;37;21.65;4;18
2007-04-10;221;47;46;56.246;67;50.312;24;41.504;2;48
2007-04-11;221;45;65;31.41;57;28.096;33;30.33;0;42
2007-04-12;163;61;49;42.717;46;33.251999999999995;30;26.92;3;18
2007-04-13;168;40;48;44.576;96;38.668;25;37.878;10;42
2007-04-14;269;58;70;51.278;65;62.303999999999995;47;57.656000000000006;11;24
2007-04-15;298;40;51;41.32899999999999;75;53.684;62;42.336000000000006;12;0
2007-04-16;281;29;42;44.146;57;39.048;57;27.854;7;48
2007-04-17;185;39;78;72.452;59;35.828;31;34.444;5;42
2007-04-18;189;38;53;56.547;58;28.578000000000003;20;31.338;4;36
2007-04-19;196;32;50;44.14;60;41.70399999999999;20;31.74;4;18
2007-04-20;201;25;51;45.778;53;46.228;28;31.08;4;26
2007-04-21;265;47;60;48.176;92;38.74;47;77.192;10;42
2007-04-22;311;32;66;65.333;79;54.192;98;52.461999999999996;24;0
2007-04-23;245;25;61;45.193000000000005;49;46.513999999999996;56;28.826;5;72
2007-04-24;272;38;61;48.278999999999996;47;43.424;27;32.02;5;66
2007-04-25;225;25;53;41.216;47;17.956;31;33.626;13;90
2007-04-26;212;49;70;38.778;53;30.116;25;24.964000000000002;4;12
2007-04-27;253;40;62;46.927;77;33.856;30;39.404;3;12
2007-04-28;329;47;75;76.983;79;33.366;42;45.888000000000005;13;0
2007-04-29;289;53;66;66.378;65;62.873999999999995;41;53.448;13;108
2007-04-30;265;25;67;54.562;56;24.302;17;33.918;5;0
2007-05-01;194;43;60;60.641000000000005;45;23.816;14;32.568000000000005;0;108
2007-05-02;211;26;61;64.597;48;47.688;47;27.896;10;66
2007-05-03;212;30;48;49.641999999999996;49;39.138000000000005;25;29.844;3;54
2007-05-04;207;29;55;54.159;63;35.688;51;30.581999999999997;2;36
2007-05-05;250;38;95;59.918;74;38.086;39;57.272;18;18
2007-05-06;302;34;52;79.867;79;61.756;76;46.598;7;30
2007-05-07;257;24;60;71.825;50;32.56;32;25.445999999999998;9;0
2007-05-08;198;26;56;62.802;62;23.116;50;40.692;2;60
2007-05-09;70;44;76;57.952;40;15.484000000000002;24;35.028;3;78
2007-05-10;53;41;60;60.568000000000005;49;14.145999999999999;16;44.538000000000004;11;18
2007-05-11;223;27;60;62.129;42;33.931999999999995;45;40.814;6;48
2007-05-12;262;35;61;67.708;82;34.23;46;70.456;15;66
2007-05-13;332;47;59;67.055;78;41.86;64;46.733999999999995;32;54
2007-05-14;269;46;49;57.785;61;26.364;53;28.768;1;0
2007-05-15;211;42;82;71.738;70;24.09;27;27.846;0;24
