day,GSM pcs,Accessories pcs,DECT pcs,Battery pcs,Photo pcs,Offline stores,Online Orders,New Stores,"Accessories, lines",Total lines,Cards pcs,SIM pcs,main,cargo,students,total
2012-09-30,29917.0,49669.0,4444.0,6274.0,11646.0,1109.0,1455.0,1.174025196342615,42823.0,86838.0,15190.0,8205.0,907.5000000000001,0.0,495.00000000000006,1229.2500000000002
2012-10-01,33462.0,59385.0,5338.0,10309.0,12585.0,1071.0,1667.0,1.2045863801422674,50934.0,100515.0,325751.0,2355.0,892.5,0.0,577.5,1267.875
2012-10-02,30917.0,76503.0,14721.0,,14905.0,1019.0,1427.0,1.2065182941860055,59683.0,113588.0,387193.0,16507.0,1144.0,0.0,671.4166666666666,1580.4208333333333
2012-10-03,33882.0,83270.0,8526.0,,14572.0,975.0,1275.0,1.1628196199383145,67514.0,120612.0,388645.0,15310.0,957.0,0.0,709.0,1417.85
2012-10-04,30212.0,72433.0,6920.0,,14365.0,928.0,1157.0,1.1759626515855996,58769.0,105386.0,52345.0,8326.0,935.0000000000001,0.0,485.83333333333337,1250.7916666666667
2012-10-05,24851.0,61075.0,6086.0,,10990.0,971.0,955.0,1.1009898026808047,53590.0,93554.0,29055.0,5811.0,782.75,0.0,434.0,1064.85
2012-10-06,28476.0,66197.0,7560.0,,12940.0,1049.0,1605.0,1.1192711370262391,56912.0,102900.0,13438.0,20156.0,881.0833333333334,0.0,476.9166666666667,1191.0791666666667
2012-10-07,26324.0,56950.0,5086.0,,13019.0,1103.0,1252.0,1.1609922011887175,47956.0,87321.0,21241.0,7088.0,720.75,0.0,480.5,1033.075
2012-10-08,24155.0,63880.0,7271.0,,15719.0,1073.0,954.0,1.1787595022720516,52758.0,94188.0,45158.0,4773.0,871.9999999999999,0.0,505.7599999999999,1200.7439999999997
2012-10-09,25263.0,56375.0,6761.0,,12995.0,1011.0,1286.0,1.1634423407917385,45917.0,87150.0,16027.0,12539.0,729.5833333333333,0.0,573.75,1102.5208333333333
2012-10-10,30431.0,68578.0,6661.0,,12342.0,985.0,1346.0,1.1639871382636655,57971.0,101386.0,9345.0,2193.0,874.5,0.0,503.25,1201.6125
2012-10-11,35552.0,73222.0,6229.0,,12112.0,935.0,1404.0,1.198858813543337,59595.0,106030.0,15961.0,6675.0,925.0,0.0,656.75,1351.8875
2012-10-12,30910.0,57778.0,4503.0,,9390.0,985.0,1403.0,1.080721457242491,49806.0,94919.0,15140.0,17146.0,767.9166666666667,0.0,501.16666666666674,1093.6750000000002
2012-10-13,37991.0,66184.0,6487.0,,12982.0,1059.0,2049.0,1.1122165351851685,55795.0,111169.0,15162.0,18470.0,944.0,0.0,590.0000000000001,1327.5
2012-10-14,31993.0,59826.0,5771.0,,13182.0,1116.0,1562.0,1.164305234391423,49755.0,95140.0,12984.0,11389.0,755.3333333333333,0.0,557.9166666666666,1117.9791666666665
2012-10-15,27961.0,58327.0,16411.0,,15257.0,1087.0,1534.0,1.2616154701805424,47589.0,93496.0,48467.0,4240.0,772.4999999999999,0.0,566.4999999999999,1140.725
2012-10-16,25608.0,71435.0,19851.0,,15068.0,1017.0,1388.0,1.3676802852227266,54077.0,96486.0,12710.0,13149.0,851.0,0.0,647.5,1271.875
2012-10-17,29404.0,77658.0,21851.0,,15121.0,991.0,1332.0,1.318968517060127,62953.0,109202.0,15643.0,11668.0,841.75,0.0,601.25,1232.5625
2012-10-18,32045.0,79346.0,8062.0,,14107.0,944.0,1135.0,1.2271674813480833,63842.0,108836.0,32290.0,5271.0,782.0,0.0,603.5,1174.275
2012-10-19,29637.0,71510.0,4900.0,,11141.0,989.0,1080.0,1.1611739759418165,60450.0,100922.0,25947.0,6583.0,751.75,0.0,488.25,1069.1125
2012-10-20,36923.0,69081.0,7805.0,,12770.0,1068.0,1738.0,1.1152629584922948,60520.0,113497.0,22143.0,21409.0,871.9999999999999,0.0,526.8333333333333,1214.4416666666666
2012-10-21,30893.0,63623.0,6363.0,,13003.0,1127.0,1315.0,1.162761254224482,53791.0,97941.0,19088.0,10775.0,775.5,0.0,470.25,1081.1625
2012-10-22,29668.0,64308.0,6875.0,,16718.0,1087.0,1382.0,1.1921778192400905,54084.0,98617.0,22198.0,1628.0,808.5,0.0,528.0,1151.7
2012-10-23,33497.0,61938.0,7799.0,,14819.0,1026.0,1318.0,1.1658634379505817,49797.0,101258.0,18221.0,17902.0,855.0,0.0,608.0,1250.2
2012-10-24,32615.0,71476.0,8814.0,,14526.0,996.0,1351.0,1.1570541340548786,59848.0,110134.0,21050.0,13850.0,848.75,0.0,586.25,1229.8125
2012-10-25,27730.0,64317.0,7113.0,,12833.0,930.0,1198.0,1.1107331296861982,56738.0,100828.0,32626.0,6830.0,760.0,0.0,568.0,1129.2
2012-10-26,22354.0,68496.0,5470.0,,10315.0,981.0,966.0,1.098672958437223,60016.0,97058.0,105690.0,7525.0,690.0000000000001,0.0,536.6666666666667,1038.8333333333335
2012-10-27,26738.0,68550.0,6766.0,,12486.0,1067.0,1658.0,1.111876911129447,58439.0,103015.0,22888.0,19797.0,805.0,0.0,612.5,1203.125
2012-10-28,26004.0,61182.0,4869.0,,13143.0,1120.0,1463.0,1.1480236593404194,51682.0,91634.0,27433.0,9202.0,708.3333333333333,0.0,549.9999999999999,1065.8333333333333
2012-10-29,28592.0,71805.0,7078.0,,15859.0,1095.0,1423.0,1.2240980596496451,55450.0,100755.0,24427.0,2067.0,822.5,0.0,560.0,1186.5
2012-10-30,24185.0,63759.0,7949.0,,13645.0,1021.0,1313.0,1.1744183553125336,50826.0,93270.0,10183.0,15020.0,751.75,0.0,558.0,1114.45
2012-10-31,24776.0,73836.0,8740.0,,15734.0,995.0,1404.0,1.1518650919912408,61329.0,106858.0,11030.0,12509.0,841.5,0.0,637.5,1255.875
2012-11-01,25399.0,66947.0,6880.0,,14612.0,930.0,1280.0,1.1506226247270963,56048.0,98936.0,35723.0,7683.0,722.5,0.0,663.0,1153.45
